subject,item,utterance,response,measure
11,dissolved oreos,Some,8,comp_state
11,stopped cars,Some,8,comp_state
11,had the letter Z in them birthday cards,Some,8,comp_state
12,beeped new cars,Some,8,comp_state
12,ate the seeds butterflies,Some,7,comp_state
12,sank balloons,Some,3,comp_state
12,stopped bicycles,Some,10,comp_state
12,popped bubbles,Some,10,comp_state
12,melted pencils,Some,4,comp_state
12,decomposed pinecones,Some,7,comp_state
12,were green clovers,Some,11,comp_state
12,stuck sequins,Some,8,comp_state
12,burnt books,Some,10,comp_state
13,popped balloons,Some,5,comp_state
13,burnt matches,Some,15,comp_state
13,honked bus drivers,Some,7,comp_state
13,ate the seeds dogs,Some,7,comp_state
13,rolled shopping carts,Some,9,comp_state
13,laughed comedians,Some,6,comp_state
13,rhymed poems,Some,7,comp_state
13,blew away backpacks,Some,6,comp_state
13,exploded eggs,Some,7,comp_state
13,melted crayons,Some,8,comp_state
14,broke sunglasses,Some,3,comp_state
14,stuck stickers,Some,3,comp_state
14,landed flat coins,Some,4,comp_state
14,stopped bicycles,Some,5,comp_state
14,exploded gas tanks,Some,4,comp_state
14,honked bus drivers,Some,5,comp_state
14,had the letter Z in them novels,Some,2,comp_state
14,burnt books,Some,7,comp_state
14,froze berries,Some,10,comp_state
14,beeped houses,Some,9,comp_state
15,got stained white carpets,Some,15,comp_state
15,were green strawberries,Some,7,comp_state
15,beeped old cars,Some,6,comp_state
15,fell down card towers,Some,6,comp_state
15,stopped bicycles,Some,10,comp_state
15,ripped shoes,Some,8,comp_state
15,flashed phones,Some,7,comp_state
15,exploded CDs,Some,10,comp_state
15,sank cups,Some,7,comp_state
15,rhymed songs,Some,5,comp_state
16,stopped cars,Some,5,comp_state
16,melted ice cubes,Some,13,comp_state
16,rolled toy cars,Some,7,comp_state
16,rhymed limericks,Some,5,comp_state
16,broke boxes,Some,6,comp_state
16,landed flat coins,Some,6,comp_state
16,exploded eggs,Some,5,comp_state
16,had the letter Z in them love notes,Some,5,comp_state
16,beeped new cars,Some,4,comp_state
16,sank marbles,Some,5,comp_state
17,ripped books,Some,6,comp_state
17,exploded balls of tin foil,Some,8,comp_state
17,fell down block towers,Some,7,comp_state
17,broke sunglasses,Some,7,comp_state
17,flashed phones,Some,8,comp_state
17,lit up flashlights,Some,8,comp_state
17,burnt matches,Some,8,comp_state
17,landed flat pancakes,Some,8,comp_state
17,dissolved sugar cubes,Some,8,comp_state
17,honked bus drivers,Some,8,comp_state
18,beeped old cars,Some,3,comp_state
18,flashed cameras,Some,10,comp_state
18,froze bottles of hand soap,Some,7,comp_state
18,were green bananas,Some,5,comp_state
18,ate the seeds birds,Some,4,comp_state
18,sank balloons,Some,5,comp_state
18,decomposed soda cans,Some,3,comp_state
18,fell down card towers,Some,5,comp_state
18,got stained white carpets,Some,2,comp_state
18,rolled toy cars,Some,3,comp_state
19,popped bubbles,Some,6,comp_state
19,rolled wheelchairs,Some,7,comp_state
19,broke sunglasses,Some,6,comp_state
19,blew away hats,Some,8,comp_state
19,beeped old cars,Some,11,comp_state
19,fell down shelves,Some,6,comp_state
19,stopped cars,Some,9,comp_state
19,exploded CDs,Some,10,comp_state
19,froze berries,Some,9,comp_state
19,melted pencils,Some,11,comp_state
20,exploded fireworks,Some,9,comp_state
20,got stained white carpets,Some,11,comp_state
20,exploded balls of tin foil,Some,6,comp_state
20,burnt matches,Some,10,comp_state
20,reflected the sunlight mirrors,Some,12,comp_state
20,ate the seeds birds,Some,13,comp_state
20,popped bubbles,Some,8,comp_state
20,had the letter Z in them novels,Some,5,comp_state
20,beeped old cars,Some,8,comp_state
20,stopped cars,Some,12,comp_state
21,stopped motorcycles,Some,8,comp_state
21,flashed webcams,Some,7,comp_state
21,decomposed banana peels,Some,6,comp_state
21,stuck beads,Some,8,comp_state
21,ran out of batteries laptops,Some,8,comp_state
21,popped bubbles,Some,7,comp_state
21,rhymed limericks,Some,6,comp_state
21,reflected the sunlight phone screens,Some,6,comp_state
21,froze berries,Some,8,comp_state
21,broke sunglasses,Some,9,comp_state
22,rolled shopping carts,Some,8,comp_state
22,flashed phones,Some,8,comp_state
22,landed flat notebooks,Some,8,comp_state
22,ate the seeds dogs,Some,8,comp_state
22,decomposed banana peels,Some,8,comp_state
22,ripped shoes,Some,8,comp_state
22,were green bananas,Some,8,comp_state
22,dissolved carrots,Some,3,comp_state
22,melted pencils,Some,8,comp_state
22,honked bus drivers,Some,8,comp_state
23,reflected the sunlight diamonds,Some,11,comp_state
23,laughed kids,Some,10,comp_state
23,ate the seeds dogs,Some,8,comp_state
23,had the letter Z in them love notes,Some,7,comp_state
23,rhymed songs,Some,9,comp_state
23,sank cups,Some,9,comp_state
23,burnt rocks,Some,11,comp_state
23,honked bus drivers,Some,4,comp_state
23,froze chocolate bars,Some,15,comp_state
23,ripped books,Some,12,comp_state
24,had the letter Z in them birthday cards,Some,11,comp_state
24,stuck stickers,Some,8,comp_state
24,rhymed poems,Some,12,comp_state
24,stopped cars,Some,2,comp_state
24,were green bananas,Some,6,comp_state
24,fell down block towers,Some,11,comp_state
24,stuck to the wall cakes,Some,6,comp_state
24,ripped shirts,Some,8,comp_state
24,sank cups,Some,10,comp_state
24,got stained white carpets,Some,6,comp_state
25,rolled wheelchairs,Some,8,comp_state
25,burnt books,Some,6,comp_state
25,fell down shelves,Some,9,comp_state
25,decomposed pinecones,Some,9,comp_state
25,stuck beads,Some,9,comp_state
25,broke logs,Some,4,comp_state
25,melted ice cubes,Some,7,comp_state
25,lit up computers,Some,6,comp_state
25,exploded balls of tin foil,Some,11,comp_state
25,stopped motorcycles,Some,13,comp_state
26,fell down shelves,Some,6,comp_state
26,ripped shirts,Some,6,comp_state
26,exploded balls of tin foil,Some,6,comp_state
26,broke sunglasses,Some,5,comp_state
26,froze bottles of hand soap,Some,10,comp_state
26,dissolved oreos,Some,8,comp_state
26,decomposed pinecones,Some,4,comp_state
26,popped balloons,Some,11,comp_state
26,honked bus drivers,Some,7,comp_state
26,landed flat notebooks,Some,5,comp_state
27,had the letter Z in them love notes,Some,5,comp_state
27,broke boxes,Some,8,comp_state
27,were green bananas,Some,10,comp_state
27,exploded gas tanks,Some,5,comp_state
27,flashed cameras,Some,10,comp_state
27,got stained white tablecloths,Some,8,comp_state
27,ran out of batteries phones,Some,9,comp_state
27,rolled wheelchairs,Some,7,comp_state
27,froze chocolate bars,Some,8,comp_state
27,reflected the sunlight diamonds,Some,12,comp_state
28,ripped shirts,Some,8,comp_state
28,sank marbles,Some,7,comp_state
28,were green strawberries,Some,7,comp_state
28,rhymed poems,Some,6,comp_state
28,got stained white tablecloths,Some,6,comp_state
28,broke boxes,Some,7,comp_state
28,ate the seeds butterflies,Some,8,comp_state
28,stuck beads,Some,7,comp_state
28,had the letter Z in them love notes,Some,5,comp_state
28,lit up computers,Some,8,comp_state
29,exploded balls of tin foil,Some,6,comp_state
29,beeped old cars,Some,5,comp_state
29,exploded fireworks,Some,12,comp_state
29,ripped books,Some,9,comp_state
29,ate the seeds birds,Some,10,comp_state
29,broke sunglasses,Some,12,comp_state
29,stuck sequins,Some,11,comp_state
29,decomposed pinecones,Some,9,comp_state
29,ran out of batteries laptops,Some,11,comp_state
29,got stained white tablecloths,Some,11,comp_state
30,exploded candles,Some,5,comp_state
30,burnt rocks,Some,5,comp_state
30,rhymed limericks,Some,8,comp_state
30,broke sunglasses,Some,9,comp_state
30,honked bicyclists,Some,2,comp_state
30,dissolved oreos,Some,8,comp_state
30,popped bubbles,Some,10,comp_state
30,stuck to the wall cakes,Some,8,comp_state
30,sank cups,Some,8,comp_state
30,melted crayons,Some,8,comp_state
31,lit up flashlights,Some,8,comp_state
31,melted pencils,Some,4,comp_state
31,exploded balls of tin foil,Some,8,comp_state
31,broke boxes,Some,10,comp_state
31,were green bananas,Some,9,comp_state
31,laughed lawyers,Some,10,comp_state
31,got stained white tablecloths,Some,8,comp_state
31,popped eggs,Some,7,comp_state
31,decomposed soda cans,Some,5,comp_state
31,froze berries,Some,10,comp_state
32,were green strawberries,Some,7,comp_state
32,landed flat notebooks,Some,8,comp_state
32,reflected the sunlight phone screens,Some,15,comp_state
32,popped bubbles,Some,15,comp_state
32,ran out of batteries laptops,Some,10,comp_state
32,stuck beads,Some,10,comp_state
32,had the letter Z in them novels,Some,4,comp_state
32,rolled shopping carts,Some,8,comp_state
32,stuck to the wall pieces of gum,Some,7,comp_state
32,stopped motorcycles,Some,15,comp_state
33,honked taxi drivers,Some,5,comp_state
33,rhymed limericks,Some,5,comp_state
33,beeped old cars,Some,5,comp_state
33,ran out of batteries bike lights,Some,5,comp_state
33,laughed comedians,Some,5,comp_state
33,flashed phones,Some,5,comp_state
33,popped balloons,Some,15,comp_state
33,ate the seeds birds,Some,5,comp_state
33,stopped bicycles,Some,5,comp_state
33,had the letter Z in them novels,Some,5,comp_state
34,reflected the sunlight diamonds,Some,5,comp_state
34,stuck sequins,Some,5,comp_state
34,honked taxi drivers,Some,5,comp_state
34,rhymed limericks,Some,5,comp_state
34,got stained white carpets,Some,5,comp_state
34,blew away backpacks,Some,5,comp_state
34,lit up cd-players,Some,5,comp_state
34,dissolved sugar cubes,Some,5,comp_state
34,landed flat notebooks,Some,5,comp_state
34,stuck to the wall baseballs,Some,5,comp_state
35,exploded balls of tin foil,Some,8,comp_state
35,popped eggs,Some,8,comp_state
35,broke sunglasses,Some,8,comp_state
35,got stained white carpets,Some,8,comp_state
35,beeped houses,Some,8,comp_state
35,rhymed poems,Some,8,comp_state
35,landed flat notebooks,Some,8,comp_state
35,fell down block towers,Some,8,comp_state
35,rolled wheelchairs,Some,8,comp_state
35,stuck sequins,Some,8,comp_state
36,exploded eggs,Some,7,comp_state
36,were green strawberries,Some,5,comp_state
36,blew away napkins,Some,7,comp_state
36,beeped old cars,Some,5,comp_state
36,had the letter Z in them birthday cards,Some,3,comp_state
36,flashed phones,Some,5,comp_state
36,honked bicyclists,Some,5,comp_state
36,exploded fireworks,Some,9,comp_state
36,laughed kids,Some,8,comp_state
36,ran out of batteries phones,Some,5,comp_state
37,rolled wheelchairs,Some,12,comp_state
37,stuck to the wall cakes,Some,8,comp_state
37,sank cups,Some,4,comp_state
37,got stained white carpets,Some,9,comp_state
37,laughed lawyers,Some,14,comp_state
37,ripped books,Some,9,comp_state
37,landed flat pancakes,Some,11,comp_state
37,froze berries,Some,3,comp_state
37,melted ice cubes,Some,7,comp_state
37,ran out of batteries bike lights,Some,12,comp_state
38,exploded fireworks,Some,8,comp_state
38,ripped shirts,Some,9,comp_state
38,exploded balls of tin foil,Some,11,comp_state
38,flashed cameras,Some,9,comp_state
38,fell down card towers,Some,8,comp_state
38,burnt books,Some,9,comp_state
38,rolled toy cars,Some,8,comp_state
38,had the letter Z in them love notes,Some,4,comp_state
38,stuck to the wall cakes,Some,9,comp_state
38,reflected the sunlight phone screens,Some,11,comp_state
39,sank cups,Some,3,comp_state
39,dissolved carrots,Some,4,comp_state
39,froze berries,Some,6,comp_state
39,reflected the sunlight mirrors,Some,5,comp_state
39,honked bus drivers,Some,6,comp_state
39,got stained white tablecloths,Some,15,comp_state
39,popped balloons,Some,15,comp_state
39,rhymed songs,Some,5,comp_state
39,were green strawberries,Some,6,comp_state
39,had the letter Z in them novels,Some,5,comp_state
40,reflected the sunlight diamonds,Some,5,comp_state
40,laughed lawyers,Some,5,comp_state
40,ripped books,Some,5,comp_state
40,dissolved sugar cubes,Some,5,comp_state
40,stuck sequins,Some,7,comp_state
40,melted ice cubes,Some,5,comp_state
40,landed flat coins,Some,5,comp_state
40,stopped motorcycles,Some,6,comp_state
40,rhymed songs,Some,5,comp_state
40,broke boxes,Some,5,comp_state
41,rolled toy cars,Some,4,comp_state
41,flashed phones,Some,2,comp_state
41,had the letter Z in them birthday cards,Some,4,comp_state
41,stuck stickers,Some,4,comp_state
41,ate the seeds butterflies,Some,7,comp_state
41,burnt matches,Some,5,comp_state
41,exploded gas tanks,Some,11,comp_state
41,sank balloons,Some,4,comp_state
41,fell down block towers,Some,10,comp_state
41,dissolved carrots,Some,2,comp_state
42,blew away backpacks,Some,5,comp_state
42,sank cups,Some,4,comp_state
42,beeped new cars,Some,5,comp_state
42,burnt matches,Some,4,comp_state
42,ran out of batteries phones,Some,5,comp_state
42,reflected the sunlight diamonds,Some,6,comp_state
42,fell down block towers,Some,5,comp_state
42,lit up cd-players,Some,5,comp_state
42,broke sunglasses,Some,6,comp_state
42,stuck to the wall pieces of gum,Some,6,comp_state
43,sank balloons,Some,3,comp_state
43,stuck sequins,Some,11,comp_state
43,stopped bicycles,Some,12,comp_state
43,blew away hats,Some,8,comp_state
43,broke logs,Some,6,comp_state
43,were green bananas,Some,5,comp_state
43,rhymed limericks,Some,7,comp_state
43,decomposed soda cans,Some,4,comp_state
43,exploded eggs,Some,11,comp_state
43,ran out of batteries phones,Some,7,comp_state
44,fell down card towers,Some,14,comp_state
44,exploded fireworks,Some,12,comp_state
44,landed flat pancakes,Some,13,comp_state
44,ate the seeds dogs,Some,8,comp_state
44,flashed webcams,Some,5,comp_state
44,reflected the sunlight mirrors,Some,9,comp_state
44,ripped books,Some,15,comp_state
44,sank balloons,Some,1,comp_state
44,stopped motorcycles,Some,4,comp_state
44,beeped houses,Some,7,comp_state
45,reflected the sunlight phone screens,Some,6,comp_state
45,froze bottles of hand soap,Some,7,comp_state
45,flashed phones,Some,6,comp_state
45,fell down block towers,Some,7,comp_state
45,broke logs,Some,7,comp_state
45,stuck to the wall pieces of gum,Some,8,comp_state
45,sank balloons,Some,8,comp_state
45,stopped cars,Some,8,comp_state
45,honked bus drivers,Some,8,comp_state
45,decomposed soda cans,Some,8,comp_state
46,decomposed banana peels,Some,4,comp_state
46,laughed kids,Some,4,comp_state
46,got stained white shirts,Some,5,comp_state
46,reflected the sunlight diamonds,Some,5,comp_state
46,flashed cameras,Some,5,comp_state
46,broke sunglasses,Some,5,comp_state
46,lit up cd-players,Some,4,comp_state
46,ripped books,Some,5,comp_state
46,sank cups,Some,5,comp_state
46,had the letter Z in them love notes,Some,5,comp_state
47,rhymed limericks,Some,8,comp_state
47,stuck beads,Some,8,comp_state
47,lit up cd-players,Some,8,comp_state
47,laughed lawyers,Some,8,comp_state
47,rolled shopping carts,Some,8,comp_state
47,melted pencils,Some,8,comp_state
47,exploded gas tanks,Some,8,comp_state
47,stopped cars,Some,8,comp_state
47,fell down shelves,Some,8,comp_state
47,froze bottles of hand soap,Some,7,comp_state
48,burnt rocks,Some,5,comp_state
48,decomposed banana peels,Some,6,comp_state
48,rhymed limericks,Some,6,comp_state
48,stuck stickers,Some,6,comp_state
48,broke logs,Some,5,comp_state
48,lit up cd-players,Some,6,comp_state
48,laughed lawyers,Some,5,comp_state
48,popped bubbles,Some,6,comp_state
48,got stained white tablecloths,Some,5,comp_state
48,melted pencils,Some,5,comp_state
49,decomposed soda cans,Some,4,comp_state
49,ate the seeds birds,Some,5,comp_state
49,got stained white shirts,Some,7,comp_state
49,popped bubbles,Some,8,comp_state
49,were green bananas,Some,7,comp_state
49,sank balloons,Some,8,comp_state
49,landed flat notebooks,Some,6,comp_state
49,flashed cameras,Some,6,comp_state
49,exploded candles,Some,5,comp_state
49,fell down shelves,Some,7,comp_state
50,stopped motorcycles,Some,8,comp_state
50,dissolved sugar cubes,Some,8,comp_state
50,sank balloons,Some,7,comp_state
50,melted crayons,Some,6,comp_state
50,had the letter Z in them novels,Some,10,comp_state
50,blew away napkins,Some,4,comp_state
50,ripped shirts,Some,5,comp_state
50,flashed webcams,Some,7,comp_state
50,landed flat coins,Some,10,comp_state
50,froze chocolate bars,Some,6,comp_state
51,stuck beads,Some,8,comp_state
51,stuck to the wall baseballs,Some,5,comp_state
51,decomposed pinecones,Some,5,comp_state
51,rolled wheelchairs,Some,4,comp_state
51,lit up flashlights,Some,10,comp_state
51,dissolved sugar cubes,Some,12,comp_state
51,got stained white shirts,Some,4,comp_state
51,ripped books,Some,8,comp_state
51,rhymed songs,Some,11,comp_state
51,sank balloons,Some,9,comp_state
52,burnt books,Some,5,comp_state
52,popped balloons,Some,6,comp_state
52,decomposed soda cans,Some,7,comp_state
52,melted ice cubes,Some,6,comp_state
52,fell down shelves,Some,15,comp_state
52,landed flat pancakes,Some,6,comp_state
52,honked bus drivers,Some,9,comp_state
52,ran out of batteries phones,Some,8,comp_state
52,stuck stickers,Some,14,comp_state
52,laughed comedians,Some,5,comp_state
53,exploded fireworks,Some,6,comp_state
53,lit up flashlights,Some,6,comp_state
53,melted ice cubes,Some,6,comp_state
53,fell down shelves,Some,4,comp_state
53,decomposed banana peels,Some,8,comp_state
53,honked bus drivers,Some,7,comp_state
53,ate the seeds birds,Some,7,comp_state
53,stuck to the wall baseballs,Some,9,comp_state
53,landed flat coins,Some,9,comp_state
53,dissolved carrots,Some,6,comp_state
54,exploded eggs,Some,3,comp_state
54,ran out of batteries phones,Some,5,comp_state
54,stuck to the wall cakes,Some,7,comp_state
54,honked taxi drivers,Some,5,comp_state
54,sank cups,Some,4,comp_state
54,exploded gas tanks,Some,3,comp_state
54,rolled wheelchairs,Some,7,comp_state
54,had the letter Z in them love notes,Some,7,comp_state
54,burnt rocks,Some,5,comp_state
54,froze chocolate bars,Some,5,comp_state
55,stopped bicycles,Some,7,comp_state
55,reflected the sunlight phone screens,Some,9,comp_state
55,beeped houses,Some,10,comp_state
55,ripped books,Some,9,comp_state
55,had the letter Z in them love notes,Some,10,comp_state
55,flashed webcams,Some,9,comp_state
55,rolled shopping carts,Some,9,comp_state
55,ran out of batteries laptops,Some,9,comp_state
55,ate the seeds birds,Some,10,comp_state
55,were green bananas,Some,10,comp_state
56,dissolved oreos,Some,7,comp_state
56,had the letter Z in them novels,Some,8,comp_state
56,laughed comedians,Some,11,comp_state
56,burnt rocks,Some,8,comp_state
56,rolled shopping carts,Some,7,comp_state
56,melted crayons,Some,15,comp_state
56,stopped motorcycles,Some,15,comp_state
56,exploded CDs,Some,8,comp_state
56,ate the seeds birds,Some,12,comp_state
56,stuck stickers,Some,13,comp_state
57,exploded gas tanks,Some,5,comp_state
57,rolled wheelchairs,Some,5,comp_state
57,had the letter Z in them novels,Some,5,comp_state
57,popped balloons,Some,5,comp_state
57,broke sunglasses,Some,5,comp_state
57,melted pencils,Some,5,comp_state
57,landed flat pancakes,Some,5,comp_state
57,stuck to the wall pieces of gum,Some,5,comp_state
57,froze chocolate bars,Some,6,comp_state
57,got stained white carpets,Some,5,comp_state
58,stuck beads,Some,6,comp_state
58,were green clovers,Some,8,comp_state
58,blew away napkins,Some,7,comp_state
58,sank balloons,Some,4,comp_state
58,had the letter Z in them novels,Some,9,comp_state
58,decomposed pinecones,Some,8,comp_state
58,got stained white tablecloths,Some,12,comp_state
58,froze berries,Some,10,comp_state
58,dissolved sugar cubes,Some,8,comp_state
58,landed flat notebooks,Some,12,comp_state
59,landed flat pancakes,Some,8,comp_state
59,exploded fireworks,Some,10,comp_state
59,popped balloons,Some,12,comp_state
59,reflected the sunlight diamonds,Some,10,comp_state
59,ate the seeds butterflies,Some,11,comp_state
59,flashed cameras,Some,8,comp_state
59,honked taxi drivers,Some,11,comp_state
59,burnt matches,Some,11,comp_state
59,ran out of batteries phones,Some,10,comp_state
59,laughed kids,Some,10,comp_state
60,rhymed poems,Some,8,comp_state
60,had the letter Z in them love notes,Some,9,comp_state
60,laughed comedians,Some,7,comp_state
60,reflected the sunlight phone screens,Some,8,comp_state
60,melted ice cubes,Some,11,comp_state
60,fell down card towers,Some,12,comp_state
60,lit up flashlights,Some,9,comp_state
60,dissolved oreos,Some,7,comp_state
60,got stained white tablecloths,Some,11,comp_state
60,ran out of batteries phones,Some,10,comp_state
61,popped bubbles,Some,7,comp_state
61,sank marbles,Some,7,comp_state
61,exploded gas tanks,Some,8,comp_state
61,got stained white carpets,Some,7,comp_state
61,ripped shirts,Some,8,comp_state
61,stuck to the wall baseballs,Some,7,comp_state
61,ate the seeds birds,Some,8,comp_state
61,reflected the sunlight mirrors,Some,8,comp_state
61,stuck sequins,Some,7,comp_state
61,fell down shelves,Some,8,comp_state
62,rhymed songs,Some,4,comp_state
62,sank cups,Some,6,comp_state
62,exploded eggs,Some,6,comp_state
62,rolled toy cars,Some,8,comp_state
62,popped balloons,Some,7,comp_state
62,decomposed pinecones,Some,9,comp_state
62,reflected the sunlight mirrors,Some,6,comp_state
62,laughed comedians,Some,8,comp_state
62,were green strawberries,Some,5,comp_state
62,got stained white carpets,Some,9,comp_state
63,blew away hats,Some,12,comp_state
63,laughed kids,Some,12,comp_state
63,ran out of batteries bike lights,Some,8,comp_state
63,rhymed songs,Some,4,comp_state
63,decomposed soda cans,Some,2,comp_state
63,got stained white carpets,Some,12,comp_state
63,broke logs,Some,5,comp_state
63,had the letter Z in them birthday cards,Some,3,comp_state
63,exploded candles,Some,1,comp_state
63,fell down card towers,Some,14,comp_state
64,burnt rocks,Some,6,comp_state
64,sank marbles,Some,6,comp_state
64,exploded candles,Some,6,comp_state
64,flashed cameras,Some,7,comp_state
64,were green strawberries,Some,7,comp_state
64,got stained white tablecloths,Some,6,comp_state
64,rhymed poems,Some,8,comp_state
64,broke boxes,Some,6,comp_state
64,ate the seeds butterflies,Some,6,comp_state
64,ran out of batteries bike lights,Some,8,comp_state
65,melted pencils,Some,3,comp_state
65,decomposed pinecones,Some,6,comp_state
65,burnt rocks,Some,4,comp_state
65,beeped old cars,Some,8,comp_state
65,laughed comedians,Some,8,comp_state
65,broke boxes,Some,12,comp_state
65,stuck sequins,Some,10,comp_state
65,reflected the sunlight phone screens,Some,12,comp_state
65,blew away napkins,Some,14,comp_state
65,lit up computers,Some,13,comp_state
66,froze chocolate bars,Some,13,comp_state
66,stopped bicycles,Some,13,comp_state
66,exploded candles,Some,6,comp_state
66,honked bus drivers,Some,12,comp_state
66,lit up flashlights,Some,9,comp_state
66,reflected the sunlight mirrors,Some,8,comp_state
66,fell down card towers,Some,10,comp_state
66,rolled shopping carts,Some,10,comp_state
66,burnt books,Some,15,comp_state
66,landed flat notebooks,Some,8,comp_state
67,stuck beads,Some,8,comp_state
67,dissolved sugar cubes,Some,14,comp_state
67,froze bottles of hand soap,Some,8,comp_state
67,had the letter Z in them novels,Some,14,comp_state
67,exploded CDs,Some,8,comp_state
67,landed flat pancakes,Some,15,comp_state
67,lit up flashlights,Some,14,comp_state
67,exploded gas tanks,Some,14,comp_state
67,reflected the sunlight diamonds,Some,14,comp_state
67,stuck to the wall cakes,Some,7,comp_state
68,got stained white shirts,Some,15,comp_state
68,stuck to the wall pieces of gum,Some,15,comp_state
68,ran out of batteries laptops,Some,8,comp_state
68,melted ice cubes,Some,15,comp_state
68,lit up flashlights,Some,8,comp_state
68,dissolved carrots,Some,8,comp_state
68,burnt rocks,Some,15,comp_state
68,were green bananas,Some,9,comp_state
68,blew away hats,Some,15,comp_state
68,stuck beads,Some,8,comp_state
69,had the letter Z in them birthday cards,Some,6,comp_state
69,ran out of batteries phones,Some,6,comp_state
69,exploded CDs,Some,6,comp_state
69,rhymed limericks,Some,6,comp_state
